,Date,Timestamp,Latitude,Longitude,Trajectory,Time
53,2008-09-26,10:47:52,39.9751583,116.3312066,1,54816472
54,2008-09-26,10:47:54,39.9751533,116.3312683,1,54816474
55,2008-09-26,10:47:56,39.9751366,116.3313533,1,54816476
56,2008-09-26,10:47:58,39.9751233,116.3314133,1,54816478
57,2008-09-26,10:48:00,39.9751183,116.33146,1,54816480
58,2008-09-26,10:48:02,39.9751166,116.3315116,1,54816482
59,2008-09-26,10:48:04,39.9751133,116.331565,1,54816484
60,2008-09-26,10:48:06,39.9751116,116.3315983,1,54816486
61,2008-09-26,10:48:08,39.9751016,116.3316599,1,54816488
62,2008-09-26,10:48:10,39.9750933,116.3317316,1,54816490
63,2008-09-26,10:48:12,39.9750883,116.3318166,1,54816492
64,2008-09-26,10:48:14,39.9750933,116.3318933,1,54816494
65,2008-09-26,10:48:16,39.9750866,116.3319799,1,54816496
66,2008-09-26,10:48:18,39.9750783,116.3320666,1,54816498
67,2008-09-26,10:48:20,39.9750783,116.3321533,1,54816500
68,2008-09-26,10:48:22,39.9750633,116.3321883,1,54816502
69,2008-09-26,10:48:24,39.9750533,116.332265,1,54816504
70,2008-09-26,10:48:26,39.975055,116.33235,1,54816506
71,2008-09-26,10:48:28,39.9750866,116.3324183,1,54816508
72,2008-09-26,10:48:30,39.9750583,116.3325216,1,54816510
73,2008-09-26,10:48:32,39.9750533,116.3326199,1,54816512
74,2008-09-26,10:48:34,39.975055,116.3327216,1,54816514
75,2008-09-26,10:48:36,39.9750566,116.332825,1,54816516
76,2008-09-26,10:48:38,39.9750583,116.3329283,1,54816518
77,2008-09-26,10:48:40,39.9750616,116.3330316,1,54816520
78,2008-09-26,10:48:42,39.9750599,116.33314,1,54816522
79,2008-09-26,10:48:44,39.9750583,116.3332533,1,54816524
80,2008-09-26,10:48:46,39.9750533,116.3333733,1,54816526
81,2008-09-26,10:48:48,39.97505,116.3334933,1,54816528
82,2008-09-26,10:48:50,39.97504,116.3335383,1,54816530
83,2008-09-26,10:48:53,39.97504,116.3336999,1,54816533
84,2008-09-26,10:48:55,39.9749766,116.3338316,1,54816535
85,2008-09-26,10:48:57,39.9749483,116.3339133,1,54816537
86,2008-09-26,10:48:59,39.9749166,116.3340216,1,54816539
87,2008-09-26,10:49:01,39.9749216,116.3341866,1,54816541
88,2008-09-26,10:49:03,39.9749533,116.3343533,1,54816543
89,2008-09-26,10:49:05,39.9749533,116.3344616,1,54816545
90,2008-09-26,10:49:07,39.9749649,116.33457,1,54816547
91,2008-09-26,10:49:09,39.97497,116.334675,1,54816549
92,2008-09-26,10:49:11,39.9749749,116.3347749,1,54816551
93,2008-09-26,10:49:13,39.9749866,116.3348733,1,54816553
94,2008-09-26,10:49:15,39.97498,116.3349799,1,54816555
95,2008-09-26,10:49:17,39.9749649,116.3350866,1,54816557
96,2008-09-26,10:49:19,39.9749616,116.3351866,1,54816559
97,2008-09-26,10:49:21,39.9749599,116.335285,1,54816561
98,2008-09-26,10:49:23,39.974955,116.3353833,1,54816563
99,2008-09-26,10:49:25,39.9749499,116.3354916,1,54816565
100,2008-09-26,10:49:27,39.9749416,116.3355816,1,54816567
101,2008-09-26,10:49:29,39.9749383,116.3356683,1,54816569
102,2008-09-26,10:49:31,39.9749333,116.3357716,1,54816571
103,2008-09-26,10:49:33,39.9749299,116.3358616,1,54816573
104,2008-09-26,10:49:35,39.9749266,116.3359449,1,54816575
105,2008-09-26,10:49:37,39.9749216,116.3360283,1,54816577
106,2008-09-26,10:49:39,39.9749199,116.3361066,1,54816579
107,2008-09-26,10:49:41,39.9749166,116.3361716,1,54816581
108,2008-09-26,10:49:43,39.9749166,116.3362433,1,54816583
109,2008-09-26,10:49:45,39.9749199,116.3363216,1,54816585
110,2008-09-26,10:49:47,39.9749216,116.336405,1,54816587
111,2008-09-26,10:49:49,39.9749216,116.3364816,1,54816589
112,2008-09-26,10:49:51,39.9749233,116.3365516,1,54816591
113,2008-09-26,10:49:53,39.9749283,116.3366133,1,54816593
114,2008-09-26,10:49:55,39.9749299,116.3366783,1,54816595
115,2008-09-26,10:49:57,39.9749283,116.336715,1,54816597
116,2008-09-26,10:49:59,39.9749283,116.3367866,1,54816599
117,2008-09-26,10:50:01,39.9749333,116.3368583,1,54816601
118,2008-09-26,10:50:03,39.97494,116.3369266,1,54816603
119,2008-09-26,10:50:05,39.9749533,116.3370016,1,54816605
120,2008-09-26,10:50:07,39.9749733,116.3370749,1,54816607
121,2008-09-26,10:50:09,39.9749783,116.3371533,1,54816609
122,2008-09-26,10:50:11,39.974985,116.3372416,1,54816611
123,2008-09-26,10:50:13,39.9749866,116.33733,1,54816613
124,2008-09-26,10:50:15,39.9749916,116.3374266,1,54816615
125,2008-09-26,10:50:17,39.974995,116.3375116,1,54816617
126,2008-09-26,10:50:19,39.974995,116.3375933,1,54816619
127,2008-09-26,10:50:21,39.9749883,116.3376616,1,54816621
128,2008-09-26,10:50:23,39.974985,116.3377283,1,54816623
129,2008-09-26,10:50:25,39.9749733,116.3377933,1,54816625
130,2008-09-26,10:50:27,39.9749766,116.33787,1,54816627
131,2008-09-26,10:50:29,39.9749666,116.3379483,1,54816629
132,2008-09-26,10:50:31,39.9749649,116.338025,1,54816631
133,2008-09-26,10:50:33,39.9749683,116.3381383,1,54816633
134,2008-09-26,10:50:35,39.97498,116.3382416,1,54816635
135,2008-09-26,10:50:37,39.9750016,116.3383433,1,54816637
136,2008-09-26,10:50:39,39.9750283,116.3384216,1,54816639
137,2008-09-26,10:50:41,39.97508,116.3385083,1,54816641
138,2008-09-26,10:50:43,39.9751483,116.338565,1,54816643
139,2008-09-26,10:50:45,39.9750866,116.3386599,1,54816645
140,2008-09-26,10:50:47,39.9751266,116.33874,1,54816647
141,2008-09-26,10:50:49,39.9752383,116.3387933,1,54816649
142,2008-09-26,10:50:51,39.9752733,116.33888,1,54816651
143,2008-09-26,10:50:53,39.975275,116.3389683,1,54816653
144,2008-09-26,10:50:55,39.9752533,116.3390533,1,54816655
145,2008-09-26,10:50:57,39.9752266,116.33911,1,54816657
146,2008-09-26,10:50:59,39.9751516,116.3391783,1,54816659
147,2008-09-26,10:51:01,39.975095,116.3392516,1,54816661
148,2008-09-26,10:51:03,39.9750583,116.3392633,1,54816663
149,2008-09-26,10:51:07,39.9750349,116.3392916,1,54816667
150,2008-09-26,10:51:10,39.9750349,116.3393149,1,54816670
151,2008-09-26,10:51:13,39.9750466,116.3393283,1,54816673
152,2008-09-26,10:51:16,39.9750599,116.3393966,1,54816676
153,2008-09-26,10:51:19,39.975055,116.3394433,1,54816679
154,2008-09-26,10:51:22,39.9750566,116.3395049,1,54816682
155,2008-09-26,10:51:25,39.975055,116.3396116,1,54816685
156,2008-09-26,10:51:27,39.9750599,116.3396916,1,54816687
157,2008-09-26,10:51:29,39.9750583,116.3397933,1,54816689
158,2008-09-26,10:51:31,39.9750616,116.3399033,1,54816691
159,2008-09-26,10:51:33,39.9750583,116.3400233,1,54816693
160,2008-09-26,10:51:35,39.9750516,116.3401299,1,54816695
161,2008-09-26,10:51:37,39.9750349,116.3402199,1,54816697
162,2008-09-26,10:51:39,39.9750383,116.3403316,1,54816699
163,2008-09-26,10:51:41,39.9750433,116.3404299,1,54816701
164,2008-09-26,10:51:43,39.9750266,116.3405549,1,54816703
165,2008-09-26,10:51:45,39.9750016,116.3406733,1,54816705
166,2008-09-26,10:51:47,39.9750049,116.3407799,1,54816707
167,2008-09-26,10:51:49,39.9749933,116.3408933,1,54816709
168,2008-09-26,10:51:51,39.974985,116.3409733,1,54816711
169,2008-09-26,10:51:53,39.9749816,116.3410383,1,54816713
170,2008-09-26,10:51:55,39.9749749,116.3411049,1,54816715
171,2008-09-26,10:51:57,39.97497,116.3411533,1,54816717
172,2008-09-26,10:51:59,39.9749649,116.3411983,1,54816719
173,2008-09-26,10:52:01,39.9749583,116.3412766,1,54816721
174,2008-09-26,10:52:03,39.9749583,116.341395,1,54816723
175,2008-09-26,10:52:05,39.9749716,116.3415249,1,54816725
176,2008-09-26,10:52:07,39.9749666,116.3415849,1,54816727
177,2008-09-26,10:52:09,39.97497,116.3416816,1,54816729
178,2008-09-26,10:52:11,39.9749666,116.3418,1,54816731
179,2008-09-26,10:52:13,39.9749633,116.3418833,1,54816733
180,2008-09-26,10:52:15,39.9749616,116.3419633,1,54816735
181,2008-09-26,10:52:17,39.9749599,116.34204,1,54816737
182,2008-09-26,10:52:19,39.9749516,116.3420916,1,54816739
183,2008-09-26,10:52:21,39.9749433,116.3420866,1,54816741
184,2008-09-26,10:52:24,39.9749483,116.3421633,1,54816744
185,2008-09-26,10:52:27,39.974955,116.3422316,1,54816747
186,2008-09-26,10:52:30,39.9749616,116.3423283,1,54816750
187,2008-09-26,10:52:32,39.97497,116.3423849,1,54816752
188,2008-09-26,10:52:34,39.9749783,116.3424433,1,54816754
189,2008-09-26,10:52:36,39.974985,116.3425166,1,54816756
190,2008-09-26,10:52:38,39.9749916,116.3425599,1,54816758
191,2008-09-26,10:52:40,39.9749833,116.342655,1,54816760
192,2008-09-26,10:52:42,39.9749733,116.3427499,1,54816762
193,2008-09-26,10:52:44,39.97501,116.3428533,1,54816764
194,2008-09-26,10:52:46,39.9750516,116.3429166,1,54816766
195,2008-09-26,10:52:48,39.9750616,116.3429533,1,54816768
196,2008-09-26,10:52:50,39.9750633,116.3430316,1,54816770
197,2008-09-26,10:52:52,39.9750666,116.3431066,1,54816772
198,2008-09-26,10:52:54,39.975025,116.3432233,1,54816774
199,2008-09-26,10:52:56,39.9749933,116.3433616,1,54816776
200,2008-09-26,10:52:58,39.9749749,116.3435083,1,54816778
201,2008-09-26,10:53:00,39.97497,116.3436283,1,54816780
202,2008-09-26,10:53:02,39.9749733,116.3437599,1,54816782
203,2008-09-26,10:53:04,39.9749566,116.343855,1,54816784
204,2008-09-26,10:53:06,39.9749483,116.34398,1,54816786
205,2008-09-26,10:53:08,39.9749433,116.3441066,1,54816788
206,2008-09-26,10:53:10,39.9749383,116.3442299,1,54816790
207,2008-09-26,10:53:12,39.9749333,116.3443316,1,54816792
208,2008-09-26,10:53:14,39.9749283,116.3444333,1,54816794
209,2008-09-26,10:53:16,39.974925,116.3445266,1,54816796
210,2008-09-26,10:53:18,39.9749183,116.3445999,1,54816798
211,2008-09-26,10:53:20,39.97491,116.3446583,1,54816800
212,2008-09-26,10:53:22,39.9749083,116.3447716,1,54816802
213,2008-09-26,10:53:24,39.9749083,116.3448766,1,54816804
214,2008-09-26,10:53:26,39.97491,116.344955,1,54816806
215,2008-09-26,10:53:28,39.9749116,116.3450433,1,54816808
216,2008-09-26,10:53:30,39.9749199,116.3451199,1,54816810
217,2008-09-26,10:53:32,39.9749316,116.3452383,1,54816812
218,2008-09-26,10:53:34,39.9749433,116.3453349,1,54816814
219,2008-09-26,10:53:36,39.9749483,116.3454483,1,54816816
220,2008-09-26,10:53:38,39.9749516,116.3455549,1,54816818
221,2008-09-26,10:53:40,39.9749499,116.345655,1,54816820
222,2008-09-26,10:53:42,39.9749466,116.3457533,1,54816822
223,2008-09-26,10:53:44,39.9749283,116.3458616,1,54816824
224,2008-09-26,10:53:46,39.9749083,116.3459666,1,54816826
225,2008-09-26,10:53:48,39.9749116,116.3460766,1,54816828
226,2008-09-26,10:53:50,39.9749083,116.3461583,1,54816830
227,2008-09-26,10:53:52,39.9749033,116.3462433,1,54816832
228,2008-09-26,10:53:54,39.9748949,116.3463316,1,54816834
229,2008-09-26,10:53:56,39.9749133,116.3464149,1,54816836
230,2008-09-26,10:53:58,39.974915,116.3464999,1,54816838
231,2008-09-26,10:54:00,39.9749066,116.3466,1,54816840
232,2008-09-26,10:54:02,39.9749033,116.34667,1,54816842
233,2008-09-26,10:54:04,39.9749,116.34674,1,54816844
234,2008-09-26,10:54:06,39.9748983,116.3468166,1,54816846
235,2008-09-26,10:54:08,39.9748916,116.3468916,1,54816848
236,2008-09-26,10:54:10,39.9748933,116.3469383,1,54816850
237,2008-09-26,10:54:13,39.9748916,116.3469816,1,54816853
238,2008-09-26,10:54:16,39.9748949,116.3470133,1,54816856
239,2008-09-26,10:54:19,39.9748949,116.3470516,1,54816859
240,2008-09-26,10:54:22,39.9748983,116.3470883,1,54816862
241,2008-09-26,10:54:25,39.9749166,116.3471149,1,54816865
242,2008-09-26,10:54:28,39.9749133,116.3471666,1,54816868
243,2008-09-26,10:54:31,39.9748916,116.3472549,1,54816871
244,2008-09-26,10:54:33,39.9748899,116.3473266,1,54816873
245,2008-09-26,10:54:35,39.9748899,116.3473866,1,54816875
246,2008-09-26,10:54:37,39.9749,116.3474466,1,54816877
247,2008-09-26,10:54:39,39.9749049,116.3475216,1,54816879
248,2008-09-26,10:54:41,39.9749166,116.3475966,1,54816881
249,2008-09-26,10:54:43,39.9749266,116.3476766,1,54816883
250,2008-09-26,10:54:45,39.9749383,116.3477516,1,54816885
251,2008-09-26,10:54:47,39.9749499,116.3478299,1,54816887
252,2008-09-26,10:54:49,39.974955,116.3478883,1,54816889
253,2008-09-26,10:54:51,39.9749533,116.3479483,1,54816891
254,2008-09-26,10:54:53,39.9749566,116.3479916,1,54816893
255,2008-09-26,10:54:55,39.9749666,116.3480366,1,54816895
256,2008-09-26,10:54:57,39.9750266,116.3481216,1,54816897
257,2008-09-26,10:54:59,39.975135,116.3481733,1,54816899
258,2008-09-26,10:55:01,39.9752133,116.3482066,1,54816901
259,2008-09-26,10:55:03,39.9752966,116.3482149,1,54816903
260,2008-09-26,10:55:05,39.9753583,116.3482099,1,54816905
261,2008-09-26,10:55:07,39.9754183,116.3481933,1,54816907
262,2008-09-26,10:55:09,39.9754716,116.3481766,1,54816909
263,2008-09-26,10:55:11,39.9755116,116.3481733,1,54816911
264,2008-09-26,10:55:13,39.9755716,116.3481399,1,54816913
265,2008-09-26,10:55:15,39.9756266,116.3481133,1,54816915
266,2008-09-26,10:55:17,39.9756816,116.3480933,1,54816917
267,2008-09-26,10:55:19,39.9757516,116.3480983,1,54816919
268,2008-09-26,10:55:21,39.9758299,116.3481049,1,54816921
269,2008-09-26,10:55:23,39.9758966,116.3481099,1,54816923
270,2008-09-26,10:55:25,39.9759549,116.348115,1,54816925
271,2008-09-26,10:55:27,39.9760033,116.3481233,1,54816927
272,2008-09-26,10:55:29,39.976065,116.348115,1,54816929
273,2008-09-26,10:55:31,39.97612,116.3481116,1,54816931
274,2008-09-26,10:55:33,39.976185,116.348115,1,54816933
275,2008-09-26,10:55:35,39.976245,116.3481166,1,54816935
276,2008-09-26,10:55:37,39.9763016,116.3481216,1,54816937
277,2008-09-26,10:55:39,39.9763733,116.3481133,1,54816939
278,2008-09-26,10:55:41,39.9764416,116.3481116,1,54816941
279,2008-09-26,10:55:43,39.9765016,116.3481099,1,54816943
280,2008-09-26,10:55:45,39.9765733,116.3481016,1,54816945
281,2008-09-26,10:55:47,39.9766383,116.3480916,1,54816947
282,2008-09-26,10:55:49,39.9766833,116.348065,1,54816949
283,2008-09-26,10:55:51,39.9767383,116.3480433,1,54816951
284,2008-09-26,10:55:53,39.9767699,116.3479849,1,54816953
285,2008-09-26,10:55:55,39.9768083,116.3479433,1,54816955
286,2008-09-26,10:55:57,39.9768399,116.3478966,1,54816957
287,2008-09-26,10:55:59,39.9768933,116.347875,1,54816959
288,2008-09-26,10:56:01,39.9769516,116.3478716,1,54816961
289,2008-09-26,10:56:03,39.9770416,116.3478933,1,54816963
290,2008-09-26,10:56:05,39.9771233,116.34791,1,54816965
291,2008-09-26,10:56:07,39.9771933,116.3479149,1,54816967
292,2008-09-26,10:56:09,39.977265,116.3479349,1,54816969
293,2008-09-26,10:56:11,39.977335,116.3479549,1,54816971
294,2008-09-26,10:56:13,39.9774033,116.3479583,1,54816973
295,2008-09-26,10:56:15,39.9774816,116.3479649,1,54816975
296,2008-09-26,10:56:17,39.97756,116.34796,1,54816977
297,2008-09-26,10:56:19,39.9776383,116.3479499,1,54816979
298,2008-09-26,10:56:21,39.9776983,116.3479566,1,54816981
299,2008-09-26,10:56:23,39.9777516,116.3479833,1,54816983
300,2008-09-26,10:56:25,39.9778083,116.3480083,1,54816985
301,2008-09-26,10:56:27,39.9778783,116.3479966,1,54816987
302,2008-09-26,10:56:29,39.9779349,116.3479849,1,54816989
303,2008-09-26,10:56:31,39.9779533,116.3479766,1,54816991
304,2008-09-26,10:56:33,39.9779883,116.3479549,1,54816993
305,2008-09-26,10:56:35,39.9780966,116.3479549,1,54816995
306,2008-09-26,10:56:37,39.978205,116.3479516,1,54816997
307,2008-09-26,10:56:39,39.9782883,116.3479683,1,54816999
308,2008-09-26,10:56:41,39.978375,116.34798,1,54817001
309,2008-09-26,10:56:43,39.9784466,116.3479849,1,54817003
310,2008-09-26,10:56:45,39.9785183,116.3479883,1,54817005
311,2008-09-26,10:56:47,39.978585,116.3479883,1,54817007
312,2008-09-26,10:56:49,39.9786566,116.3479833,1,54817009
313,2008-09-26,10:56:51,39.9787216,116.3479866,1,54817011
314,2008-09-26,10:56:53,39.9787916,116.3479833,1,54817013
315,2008-09-26,10:56:55,39.9788733,116.3479616,1,54817015
316,2008-09-26,10:56:57,39.9789383,116.3479616,1,54817017
317,2008-09-26,10:56:59,39.9790016,116.34796,1,54817019
318,2008-09-26,10:57:01,39.9790649,116.3479583,1,54817021
319,2008-09-26,10:57:03,39.9791316,116.3479566,1,54817023
320,2008-09-26,10:57:05,39.9791933,116.3479549,1,54817025
321,2008-09-26,10:57:07,39.9792483,116.3479483,1,54817027
322,2008-09-26,10:57:09,39.9793066,116.3479366,1,54817029
323,2008-09-26,10:57:11,39.979355,116.3479266,1,54817031
324,2008-09-26,10:57:13,39.9794116,116.3479166,1,54817033
325,2008-09-26,10:57:15,39.979465,116.3479283,1,54817035
326,2008-09-26,10:57:17,39.97951,116.3479299,1,54817037
327,2008-09-26,10:57:19,39.9795666,116.347925,1,54817039
328,2008-09-26,10:57:21,39.9796066,116.3479283,1,54817041
329,2008-09-26,10:57:23,39.9796466,116.3479233,1,54817043
330,2008-09-26,10:57:25,39.9796949,116.3479199,1,54817045
331,2008-09-26,10:57:27,39.9797416,116.3479216,1,54817047
332,2008-09-26,10:57:32,39.9798833,116.3478566,1,54817052
333,2008-09-26,10:57:34,39.9799083,116.3478983,1,54817054
334,2008-09-26,10:57:36,39.9799483,116.347925,1,54817056
335,2008-09-26,10:57:38,39.9800066,116.3479283,1,54817058
336,2008-09-26,10:57:40,39.9800766,116.3479183,1,54817060
337,2008-09-26,10:57:42,39.9801316,116.3479133,1,54817062
338,2008-09-26,10:57:44,39.98018,116.3479066,1,54817064
339,2008-09-26,10:57:46,39.9802216,116.3478949,1,54817066
340,2008-09-26,10:57:48,39.9802516,116.3478849,1,54817068
341,2008-09-26,10:57:50,39.9802833,116.3478816,1,54817070
342,2008-09-26,10:57:52,39.9803149,116.34789,1,54817072
343,2008-09-26,10:57:54,39.9803666,116.3478966,1,54817074
344,2008-09-26,10:57:56,39.9804133,116.3479016,1,54817076
345,2008-09-26,10:57:58,39.9804516,116.3478883,1,54817078
346,2008-09-26,10:58:00,39.9805083,116.3478983,1,54817080
347,2008-09-26,10:58:02,39.9805783,116.3478733,1,54817082
348,2008-09-26,10:58:04,39.9806399,116.347855,1,54817084
349,2008-09-26,10:58:06,39.9807049,116.3478416,1,54817086
350,2008-09-26,10:58:08,39.98077,116.3478283,1,54817088
351,2008-09-26,10:58:10,39.9808366,116.3478133,1,54817090
352,2008-09-26,10:58:12,39.9809033,116.347805,1,54817092
353,2008-09-26,10:58:14,39.9809599,116.3478016,1,54817094
354,2008-09-26,10:58:16,39.9810083,116.3478016,1,54817096
355,2008-09-26,10:58:18,39.9810599,116.3478066,1,54817098
356,2008-09-26,10:58:20,39.9811183,116.3478066,1,54817100
357,2008-09-26,10:58:22,39.9811799,116.3478016,1,54817102
358,2008-09-26,10:58:24,39.9812416,116.3478083,1,54817104
359,2008-09-26,10:58:26,39.9812983,116.3478166,1,54817106
360,2008-09-26,10:58:28,39.9813549,116.34782,1,54817108
361,2008-09-26,10:58:30,39.9814099,116.3478149,1,54817110
362,2008-09-26,10:58:32,39.98147,116.3477983,1,54817112
363,2008-09-26,10:58:34,39.9815266,116.3477833,1,54817114
364,2008-09-26,10:58:36,39.9815749,116.3477666,1,54817116
365,2008-09-26,10:58:38,39.981625,116.3477549,1,54817118
366,2008-09-26,10:58:40,39.9816749,116.3477566,1,54817120
367,2008-09-26,10:58:42,39.9817233,116.3477733,1,54817122
368,2008-09-26,10:58:44,39.9817849,116.3477566,1,54817124
369,2008-09-26,10:58:46,39.9818433,116.3477416,1,54817126
370,2008-09-26,10:58:48,39.9819016,116.3477216,1,54817128
371,2008-09-26,10:58:50,39.98196,116.3477083,1,54817130
372,2008-09-26,10:58:52,39.9820166,116.3477216,1,54817132
373,2008-09-26,10:58:54,39.98209,116.3477166,1,54817134
374,2008-09-26,10:58:56,39.9821366,116.3477283,1,54817136
375,2008-09-26,10:58:58,39.9821983,116.3477299,1,54817138
376,2008-09-26,10:59:00,39.9822499,116.3477333,1,54817140
377,2008-09-26,10:59:02,39.9823166,116.3477299,1,54817142
378,2008-09-26,10:59:04,39.9823833,116.3477366,1,54817144
379,2008-09-26,10:59:06,39.9824383,116.3477433,1,54817146
380,2008-09-26,10:59:08,39.9824966,116.3477416,1,54817148
381,2008-09-26,10:59:10,39.9825566,116.3477266,1,54817150
382,2008-09-26,10:59:12,39.9826266,116.3477066,1,54817152
383,2008-09-26,10:59:14,39.9826999,116.3476899,1,54817154
384,2008-09-26,10:59:16,39.9827583,116.3476883,1,54817156
385,2008-09-26,10:59:18,39.9827683,116.3477216,1,54817158
386,2008-09-26,10:59:20,39.9827683,116.3477399,1,54817160
387,2008-09-26,10:59:27,39.9827249,116.3477583,1,54817167
388,2008-09-26,10:59:32,39.9827249,116.3477583,1,54817172
389,2008-09-26,10:59:34,39.9827316,116.3477666,1,54817174
390,2008-09-26,10:59:37,39.9827549,116.3477983,1,54817177
391,2008-09-26,10:59:40,39.9828066,116.3478383,1,54817180
392,2008-09-26,10:59:43,39.9828783,116.3478716,1,54817183
393,2008-09-26,10:59:45,39.98293,116.347925,1,54817185
394,2008-09-26,10:59:47,39.9829466,116.3479999,1,54817187
395,2008-09-26,10:59:49,39.9829766,116.3480699,1,54817189
396,2008-09-26,10:59:51,39.9829966,116.3481399,1,54817191
397,2008-09-26,10:59:53,39.98301,116.3482166,1,54817193
398,2008-09-26,10:59:55,39.9830166,116.3483433,1,54817195
399,2008-09-26,10:59:57,39.9830199,116.3484466,1,54817197
400,2008-09-26,10:59:59,39.983025,116.3485016,1,54817199
401,2008-09-26,11:00:01,39.9830316,116.348555,1,54817201
402,2008-09-26,11:00:03,39.9830333,116.34866,1,54817203
403,2008-09-26,11:00:05,39.9830333,116.3487249,1,54817205
404,2008-09-26,11:00:07,39.9830533,116.3488,1,54817207
405,2008-09-26,11:00:09,39.9830983,116.348885,1,54817209
406,2008-09-26,11:00:11,39.9831433,116.3489616,1,54817211
407,2008-09-26,11:00:13,39.9831933,116.3490166,1,54817213
408,2008-09-26,11:00:15,39.9832583,116.3490416,1,54817215
409,2008-09-26,11:00:17,39.9833099,116.3490699,1,54817217
410,2008-09-26,11:00:19,39.9833583,116.3490783,1,54817219
411,2008-09-26,11:00:21,39.9834166,116.3490899,1,54817221
412,2008-09-26,11:00:23,39.98346,116.3490766,1,54817223
413,2008-09-26,11:00:25,39.983505,116.3490699,1,54817225
414,2008-09-26,11:00:27,39.9835499,116.3490833,1,54817227
415,2008-09-26,11:00:29,39.9835816,116.3491566,1,54817229
416,2008-09-26,11:00:31,39.9836349,116.3492099,1,54817231
417,2008-09-26,11:00:33,39.9836583,116.3492666,1,54817233
418,2008-09-26,11:00:35,39.9836766,116.3492983,1,54817235
419,2008-09-26,11:00:37,39.9836799,116.3493016,1,54817237
420,2008-09-26,11:00:40,39.9836899,116.349375,1,54817240
421,2008-09-26,11:00:42,39.9837116,116.3494533,1,54817242
422,2008-09-26,11:00:44,39.9837166,116.3495466,1,54817244
423,2008-09-26,11:00:46,39.9837066,116.3496583,1,54817246
424,2008-09-26,11:00:48,39.9837066,116.3497616,1,54817248
425,2008-09-26,11:00:50,39.9837133,116.3498283,1,54817250
